,sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
274431,1093,1426,9,2308.88,464.96,2266.58,1.21
286998,1226,1322,0,875.6,946.56,639.82,1.99
303625,1534,1430,1,103.86,167.73,74.55,1.91
316539,1106,1093,5,424.84,197.97,398.12,1.4
321155,1534,1375,4,195.4,209.84,163.43,1.59
370248,1175,1426,15,2130.4,684.19,2037.92,1.34
373767,1375,1534,1,189.71,160.81,174.83,1.38
375808,1375,1479,4,614.12,436.79,546.49,1.52
379481,1375,1426,23,218.51,176.25,201.42,1.37
386132,1160,1175,23,1989.25,846.62,1762.76,1.72
437038,1411,1426,3,715.54,319.49,676.48,1.34
437823,1375,1160,7,1437.55,241.81,1416.49,1.19
476974,1375,1430,2,269.36,339.16,196.63,2.0
498851,1375,1002,12,2850.62,315.25,2833.06,1.12
503598,1207,1226,19,1172.38,303.26,1131.94,1.31
535481,1426,1464,17,1381.67,184.89,1369.42,1.14
563278,1197,1322,16,767.45,408.91,686.31,1.56
640897,1106,1110,20,1297.36,763.25,1178.19,1.46
794651,1375,1175,20,1463.18,426.84,1413.12,1.29
833475,1322,1197,19,724.67,303.19,672.65,1.45
844425,1479,1430,22,860.43,320.02,803.79,1.52
12540,1534,1426,7,24.77,82.7,11.21,2.48
19525,1197,1303,23,766.59,353.6,714.85,1.41
33178,1207,1322,1,630.46,232.84,593.85,1.4
37944,1411,1175,0,726.27,225.21,701.83,1.28
57797,1322,1197,20,767.27,376.65,693.96,1.55
60678,1479,1430,23,918.23,380.18,857.17,1.43
70183,1375,1175,21,1318.23,341.38,1282.4,1.26
100049,1207,1322,2,618.39,225.3,584.51,1.39
108633,1534,1426,8,24.21,78.85,11.32,2.49
117607,1411,1175,1,792.28,287.89,755.63,1.33
174600,1411,1175,2,784.34,252.03,753.66,1.31
176896,1322,1197,21,714.76,370.86,620.85,1.9
208326,1534,1426,9,23.86,113.06,11.09,2.37
211789,1207,1322,3,755.47,316.69,673.69,1.68
232140,1375,1175,22,1290.98,519.45,1231.98,1.33
268153,1411,1175,3,804.89,286.04,763.51,1.39
281413,1534,1426,10,23.7,98.91,11.0,2.32
305158,1375,1175,23,1327.29,432.06,1277.61,1.29
349634,1322,1197,22,670.13,339.63,605.08,1.57
354639,1207,1322,4,671.78,243.19,627.68,1.45
370692,1534,1430,13,128.49,203.72,92.08,1.98
373022,1430,1175,11,1607.61,674.89,1540.81,1.29
379573,1226,1322,12,478.0,177.67,443.43,1.48
381240,1318,1322,5,360.95,194.71,312.68,1.72
381429,1093,1106,9,383.85,102.99,374.97,1.22
394005,1426,1375,1,192.22,142.73,173.37,1.45
405466,1178,1175,1,721.75,348.2,634.05,1.76
416123,1534,1375,16,224.09,198.53,194.63,1.56
444758,1375,1178,11,1268.91,333.67,1237.03,1.23
454535,1110,1002,6,1907.15,931.92,1744.35,1.49
455799,1106,1093,17,498.63,166.91,480.2,1.3
464604,1175,1178,3,566.38,267.48,482.29,2.06
520475,1110,1110,23,327.59,799.64,63.16,6.32
564062,1534,1029,14,2801.33,395.79,2775.02,1.15
647655,1426,1029,0,2495.63,528.45,2449.9,1.2
701230,1534,1029,15,3417.73,1020.0,3280.28,1.32
789243,1534,1029,16,3260.72,819.69,3160.99,1.28
14241,1534,1029,17,3068.5,1116.59,2916.57,1.35
24987,1110,1029,0,555.83,218.43,529.39,1.33
134716,1029,1002,22,1548.55,353.38,1512.2,1.24
140842,1207,1303,10,847.92,337.73,797.98,1.39
154585,1303,1182,23,684.17,79.08,679.69,1.12
194062,1375,1110,22,3023.36,843.05,2905.4,1.33
209716,1479,1175,19,863.12,351.33,810.55,1.4
232520,1318,1197,3,807.58,536.51,710.79,1.57
233479,1430,1160,3,1326.77,355.13,1293.25,1.23
238017,1303,1322,21,1457.74,375.76,1423.08,1.23
239846,1430,1426,19,187.31,245.04,128.7,2.11
247046,1411,1430,14,1302.95,585.25,1195.04,1.5
269218,1411,1375,17,1138.75,625.91,983.53,1.72
275238,1226,1197,10,1201.46,362.12,1153.3,1.32
291279,1430,1479,0,624.76,222.38,604.03,1.25
354276,1430,1375,14,185.24,248.09,142.79,1.86
368061,1002,1093,15,990.14,371.25,938.01,1.37
382503,1430,1002,21,3996.89,2083.7,3586.48,1.56
418464,1430,1375,21,162.51,166.07,140.84,1.55
421762,1479,1178,3,694.93,285.04,658.33,1.35
424026,1178,1375,11,1565.71,265.87,1541.24,1.2
486175,1002,1093,22,1043.16,330.64,996.44,1.36
519859,1534,1175,3,1322.65,251.88,1302.65,1.18
528035,1106,1002,15,1431.01,280.45,1410.74,1.17
606536,1426,1175,20,1557.68,425.49,1517.1,1.24
635063,1430,1029,18,3945.25,995.42,3819.44,1.29
661619,1106,1002,21,1406.66,262.43,1386.17,1.18
777595,1375,1464,9,1377.4,251.86,1353.6,1.21
836508,1175,1411,20,939.8,370.1,885.2,1.39
110678,1375,1464,15,1619.81,434.13,1572.36,1.26
116896,1375,1464,16,1556.16,319.58,1525.41,1.22
261325,1093,1017,7,1147.29,269.84,1117.55,1.26
315876,1375,1464,18,1878.14,557.85,1798.36,1.34
375195,1093,1017,13,1163.23,365.11,1105.5,1.38
387235,1017,1110,5,858.77,445.73,754.5,1.67
415757,1411,1411,23,333.07,474.48,149.93,3.47
479697,1226,1207,14,1042.92,196.44,1025.74,1.2
482478,1318,1207,7,861.06,423.3,776.17,1.56
493349,1160,1375,11,1769.86,428.9,1720.05,1.27
591694,1479,1426,0,816.76,270.68,782.38,1.32
602475,1318,1207,14,840.04,259.46,796.02,1.42
607839,1226,1207,21,1141.0,548.9,1070.61,1.37
632620,1160,1375,18,1692.83,630.26,1596.9,1.39
781758,1430,1464,21,1182.4,421.41,1127.99,1.33
99751,1029,1002,21,1582.85,428.03,1528.31,1.3
130553,1207,1303,9,842.84,388.75,783.37,1.42
153344,1303,1182,22,767.1,144.53,755.83,1.18
171704,1430,1002,11,3422.6,1583.02,3190.07,1.41
179211,1002,1093,5,833.6,215.72,812.52,1.24
180099,1426,1093,22,2789.0,765.83,2693.92,1.3
219214,1110,1093,20,947.53,579.74,866.85,1.48
227208,1197,1318,18,818.13,272.38,779.82,1.35
228347,1430,1375,4,137.08,167.47,113.01,1.6
326118,1375,1464,5,1276.14,321.47,1231.82,1.31
358539,1175,1411,16,887.42,393.81,833.37,1.39
385591,1178,1411,17,917.83,265.3,883.24,1.32
388214,1430,1464,8,959.33,229.09,936.04,1.24
415213,1207,1318,22,914.17,382.39,803.94,1.88
459223,1479,1534,21,1044.89,351.9,997.36,1.34
487843,1375,1093,14,2474.17,421.81,2442.2,1.17
494714,1106,1093,1,444.46,187.68,417.8,1.4
513444,1534,1375,0,190.52,138.2,172.81,1.45
551725,1002,1534,21,2751.0,1188.22,2566.74,1.41
553214,1093,1426,5,2513.83,860.11,2409.45,1.31
624067,1430,1178,22,1435.5,447.44,1388.73,1.27
631842,1479,1411,10,127.24,204.18,57.1,4.12
673823,1093,1029,9,643.69,211.2,619.52,1.29
679631,1464,1534,12,1639.69,315.9,1608.83,1.22
715320,1303,1182,13,841.0,158.32,826.81,1.2
780689,1093,1029,20,665.01,245.66,633.57,1.34
785853,1207,1303,0,726.9,277.95,687.91,1.37
790530,1464,1534,23,1355.71,355.25,1316.17,1.27
794103,1479,1411,21,131.28,239.1,58.96,4.05
807623,1029,1002,12,1579.27,415.83,1529.53,1.28
829239,1029,1093,22,801.65,341.11,740.49,1.47
81465,1375,1411,5,515.7,200.27,489.91,1.34
94764,1093,1002,14,882.15,283.84,849.47,1.3
98139,1093,1430,4,2441.44,519.68,2387.07,1.24
106393,1093,1375,7,3908.46,1042.71,3781.13,1.29
115443,1303,1207,5,1444.2,2244.91,864.03,2.2
130483,1110,1029,19,858.34,314.72,811.47,1.38
156631,1029,1106,14,1113.35,239.6,1091.14,1.22
159252,1426,1029,21,3094.4,576.26,3048.27,1.18
206704,1303,1211,2,1210.0,371.55,1155.79,1.35
212240,1207,1303,21,820.54,313.68,777.64,1.36
289131,1029,1110,11,1263.18,457.09,1189.21,1.42
291599,1322,1207,7,739.23,237.03,698.61,1.43
319592,1178,1375,16,1671.56,487.9,1609.33,1.31
356870,1534,1175,8,2090.63,767.05,1955.14,1.44
371862,1479,1178,8,726.84,308.43,681.79,1.4
378470,1430,1430,23,358.62,613.3,117.82,4.72
493294,1106,1002,5,1360.34,274.31,1337.96,1.19
510057,1426,1175,10,1761.32,449.93,1711.05,1.27
597689,1106,1029,18,1133.39,279.07,1107.71,1.22
605561,1029,1093,11,818.2,338.29,765.89,1.41
620735,1110,1017,17,481.66,165.58,456.43,1.38
734457,1226,1207,5,834.5,259.27,799.36,1.33
745704,1017,1110,23,826.72,402.5,710.09,1.86
98340,1110,1029,10,796.3,224.14,771.43,1.27
109282,1093,1002,5,909.23,282.51,876.74,1.29
152601,1093,1002,18,825.66,246.76,800.56,1.26
154472,1029,1106,18,1168.96,285.59,1138.52,1.25
154701,1002,1029,8,1316.33,772.84,1202.45,1.44
157001,1110,1029,23,657.57,369.9,610.71,1.39
179478,1093,1375,11,3089.67,1215.19,2900.13,1.4
179557,1093,1430,8,2813.4,756.11,2723.32,1.28
237851,1464,1534,3,1480.0,233.7,1459.46,1.19
246880,1093,1029,0,588.33,215.37,561.44,1.33
255747,1430,1178,13,1616.86,309.64,1588.99,1.2
271163,1479,1411,1,126.92,211.15,48.76,4.57
363403,1207,1303,2,747.04,362.92,674.39,1.57
373317,1303,1182,15,962.57,338.83,913.01,1.37
393311,1029,1002,14,1626.29,668.27,1517.24,1.43
432165,1093,1029,22,686.99,262.03,649.31,1.38
436004,1479,1411,23,140.7,240.03,55.91,4.49
457441,1464,1430,12,1353.11,477.78,1295.29,1.32
546088,1375,1426,2,191.2,121.8,178.48,1.35
547269,1464,1375,15,1539.2,466.96,1483.66,1.29
591693,1207,1226,15,997.0,274.33,966.74,1.27
620937,1426,1464,13,1382.89,434.23,1323.6,1.33
688273,1534,1375,3,199.0,196.93,169.19,1.57
707141,1093,1426,8,2578.16,733.97,2487.62,1.3
723423,1106,1093,4,413.99,176.57,391.98,1.35
748229,1534,1430,0,98.6,129.96,75.1,1.84
794075,1375,1160,13,1668.07,202.14,1655.58,1.13
807342,1175,1479,2,842.7,369.17,786.91,1.41
841128,1303,1318,16,2126.2,767.9,1998.27,1.42
844021,1175,1426,21,1682.59,431.28,1637.88,1.25
8066,1375,1534,7,213.76,152.38,194.68,1.43
35859,1411,1426,9,1163.45,410.79,1098.95,1.4
36954,1534,1411,0,663.48,270.46,631.82,1.32
41598,1375,1479,10,710.93,330.43,664.05,1.4
43959,1207,1197,0,72.05,87.2,46.03,2.65
78018,1106,1029,15,1065.26,188.15,1050.32,1.18
99097,1029,1093,8,814.99,454.25,740.07,1.48
150211,1110,1017,14,508.4,195.85,477.57,1.41
234684,1029,1093,14,839.47,537.34,765.8,1.45
238904,1106,1029,21,1068.4,311.74,1035.5,1.26
251390,1110,1017,20,560.37,234.7,520.02,1.45
342862,1375,1411,19,851.55,476.81,756.13,1.59
351381,1375,1464,0,1136.57,214.67,1118.91,1.19
353137,1175,1411,11,887.3,425.71,830.37,1.39
386632,1226,1207,20,1015.03,270.68,985.91,1.26
450145,1318,1207,13,843.46,191.72,821.47,1.26
494940,1411,1426,5,720.42,385.34,670.45,1.38
510556,1175,1160,1,1464.32,317.96,1431.45,1.24
559017,1375,1534,3,189.68,143.96,172.32,1.42
569137,1375,1479,6,688.6,294.04,642.03,1.42
585211,1375,1160,9,1459.33,412.34,1417.07,1.25
586202,1175,1426,17,2394.19,986.82,2231.47,1.44
615631,1106,1110,16,1169.0,245.07,1143.14,1.24
691921,1197,1322,12,666.89,244.69,629.38,1.39
719684,1175,1411,18,941.33,407.93,881.3,1.41
21629,1017,1110,16,1036.47,384.05,953.61,1.54
88775,1226,1207,11,974.57,133.46,965.9,1.14
156826,1318,1207,4,816.21,301.98,767.75,1.41
214406,1479,1375,20,991.9,520.2,895.48,1.53
246317,1375,1175,15,1548.06,563.21,1454.47,1.46
277342,1322,1197,14,730.14,306.4,644.32,1.95
294067,1534,1426,2,17.67,59.57,9.3,2.06
297085,1479,1430,17,1435.19,660.23,1293.58,1.58
297628,1197,1303,18,840.45,263.56,805.01,1.33
344783,1479,1534,8,1380.38,524.84,1289.01,1.45
346198,1322,1303,21,1427.02,458.63,1365.61,1.33
347092,1303,1197,22,914.77,416.91,854.7,1.4
383684,1178,1411,4,1057.75,430.16,963.34,1.57
384340,1430,1411,14,843.81,392.3,795.38,1.36
420405,1207,1318,9,760.11,198.52,738.39,1.26
493378,1534,1029,19,3491.5,1014.33,3356.9,1.32
518761,1110,1029,2,577.59,303.81,534.1,1.42
588077,1534,1029,20,3296.78,783.76,3211.16,1.25
632636,1110,1029,3,599.52,253.15,559.08,1.42
698981,1110,1029,4,554.15,174.44,532.44,1.31
751773,1534,1029,21,3076.81,579.79,3029.75,1.19
754865,1093,1002,0,929.16,288.15,897.76,1.28
794726,1110,1029,5,643.58,304.64,594.48,1.45
831261,1534,1029,22,3380.67,675.93,3321.4,1.2
54297,1464,1426,20,1757.95,476.72,1700.12,1.29
60934,1093,1110,21,682.65,279.01,633.98,1.46
64912,1017,1093,19,1428.69,740.26,1303.41,1.49
146106,1002,1093,1,918.32,228.28,894.32,1.25
170566,1430,1375,0,147.26,146.34,126.07,1.57
190629,1110,1093,16,830.45,344.86,767.18,1.49
198007,1426,1093,18,2611.9,774.66,2531.64,1.26
213556,1197,1318,14,828.95,285.53,770.13,1.51
247869,1029,1093,10,959.77,1101.2,793.59,1.61
300243,1106,1029,17,1086.53,255.96,1062.98,1.22
307616,1110,1017,16,470.84,181.14,442.94,1.4
381035,1029,1093,21,929.12,647.18,815.28,1.59
415820,1375,1411,4,568.66,379.5,507.31,1.53
458652,1375,1411,17,780.08,469.74,702.72,1.51
546575,1175,1411,9,886.06,339.5,837.93,1.38
606035,1175,1411,10,883.18,420.75,825.51,1.4
671962,1375,1411,18,856.67,482.57,764.54,1.57
726050,1175,1411,15,892.53,433.76,835.31,1.4
751179,1375,1464,4,1233.52,352.46,1174.27,1.41
784045,1534,1178,22,1449.78,342.06,1413.94,1.24
785597,1375,1411,23,536.09,269.83,497.92,1.41
823266,1479,1430,1,828.35,410.31,764.87,1.44
840787,1197,1303,2,713.36,291.01,666.41,1.42
31191,1479,1375,4,721.37,443.06,639.31,1.57
56115,1197,1303,3,769.5,380.18,703.03,1.49
96530,1375,1175,0,1292.36,379.8,1248.84,1.28
114393,1479,1375,5,716.78,412.86,640.09,1.57
125408,1479,1430,2,857.65,344.89,805.85,1.4
169749,1207,1303,15,901.44,369.11,843.26,1.42
239653,1322,1207,1,608.82,316.98,551.48,1.53
276368,1197,1207,11,43.6,65.53,25.12,2.52
282535,1534,1411,21,728.55,201.9,708.7,1.25
282658,1175,1479,23,803.35,326.66,746.09,1.5
289883,1226,1303,20,1668.5,229.64,1651.51,1.16
309919,1411,1479,11,57.3,159.98,21.81,3.75
311251,1411,1534,8,1187.48,458.74,1105.78,1.46
312240,1175,1534,20,1824.2,483.01,1765.94,1.29
338118,1318,1303,13,1848.62,818.24,1718.88,1.43
345119,1002,1303,11,2201.5,136.86,2197.28,1.06
349652,1534,1464,2,982.97,312.09,948.7,1.28
363148,1207,1197,21,86.56,137.68,46.69,3.1
376382,1426,1411,6,942.83,424.1,868.95,1.47
396176,1430,1534,17,172.18,292.61,104.99,2.32
402635,1318,1197,23,781.51,270.15,735.53,1.45
410665,1375,1029,16,3307.59,873.36,3203.95,1.28
448814,1430,1479,20,789.91,268.06,759.76,1.29
483072,1178,1479,10,718.77,176.64,698.2,1.27
491543,1430,1160,23,1449.07,318.11,1422.93,1.2
561181,1426,1093,13,2377.9,748.98,2287.0,1.3
590709,1110,1093,11,678.42,225.16,646.33,1.36
600375,1318,1226,22,1012.56,183.82,994.47,1.21
601806,1197,1318,9,665.91,273.31,601.95,1.63
630944,1430,1375,5,157.96,166.96,128.72,1.73
635163,1426,1093,23,3060.11,770.86,2968.54,1.28
651746,1197,1318,19,725.97,164.33,709.03,1.24
684211,1110,1093,21,902.31,355.61,839.89,1.47
703147,1002,1093,6,818.17,268.18,791.02,1.27
735272,1093,1029,3,869.38,598.7,734.7,1.73
737185,1430,1178,16,1432.63,245.41,1413.62,1.17
763979,1479,1411,4,167.58,252.06,66.86,4.45
768862,1464,1534,6,1438.0,346.1,1401.77,1.24
60335,1318,1207,0,761.15,222.05,709.5,1.6
80076,1226,1207,7,1017.87,436.41,832.41,2.44
131828,1464,1534,22,1342.97,236.86,1323.31,1.19
138250,1479,1411,20,133.13,198.21,61.63,3.89
179159,1029,1002,11,1717.36,497.29,1648.2,1.33
189746,1093,1029,19,643.87,260.69,608.83,1.36
211637,1411,1426,19,1306.75,719.58,1153.98,1.62
224054,1207,1197,10,107.75,157.66,52.2,3.53
231362,1175,1479,12,1006.59,428.53,948.16,1.38
241269,1318,1303,2,1167.5,389.27,1106.45,1.38
248966,1375,1534,17,332.63,230.68,280.29,1.76
272717,1534,1411,10,960.53,367.48,908.42,1.38
283033,1375,1160,23,1466.67,485.84,1414.67,1.28
284024,1411,1479,0,59.79,109.54,27.21,3.83
288954,1175,1534,9,1942.31,509.7,1884.15,1.27
297284,1175,1160,15,1528.69,271.06,1504.99,1.19
301643,1197,1207,0,48.39,70.22,29.12,2.48
311753,1375,1479,20,725.76,356.75,670.64,1.45
356717,1375,1430,3,325.85,400.32,221.5,2.21
391987,1426,1464,18,1567.88,382.48,1526.37,1.25
411822,1375,1002,13,4878.38,1834.26,4556.93,1.44
419098,1207,1226,20,1207.7,456.08,1136.57,1.4
425976,1430,1426,17,192.48,328.54,118.86,2.25
430719,1479,1175,17,845.83,346.21,797.36,1.38
434383,1430,1160,1,1357.94,276.42,1334.21,1.2
439061,1411,1430,12,1122.53,496.64,1045.54,1.43
459836,1411,1375,15,951.5,503.76,856.22,1.55
477088,1318,1197,1,772.11,347.02,715.93,1.45
479987,1303,1322,19,1372.25,154.22,1364.4,1.11
492638,1226,1197,8,1049.26,208.34,1029.39,1.22
508182,1375,1110,20,3799.5,848.15,3710.42,1.24
550784,1178,1479,5,805.62,371.78,681.94,2.2
555782,1430,1534,12,233.69,382.62,134.44,2.56
558448,1318,1197,18,923.87,356.52,873.1,1.38
566554,1430,1160,18,1997.0,529.26,1932.17,1.29
591073,1430,1479,15,844.22,368.09,795.73,1.37
668703,1375,1029,22,3694.93,766.81,3616.49,1.23
724572,1178,1479,16,848.22,363.19,790.03,1.43
736419,1430,1534,23,185.5,301.82,111.89,2.46
788839,1197,1322,7,579.18,202.94,549.27,1.37
821933,1106,1110,11,1461.71,539.47,1378.28,1.39
68515,1375,1411,2,507.48,313.45,459.38,1.55
72036,1029,1093,19,804.25,298.37,756.76,1.41
146421,1110,1017,13,575.28,294.54,517.67,1.56
187905,1029,1093,7,794.81,490.78,720.07,1.48
218591,1106,1029,14,1138.11,197.56,1121.95,1.18
314776,1017,1110,18,1105.0,851.26,874.75,1.95
331808,1226,1207,0,1243.96,758.73,1113.12,1.52
364537,1160,1375,21,1497.67,230.58,1479.1,1.17
431783,1318,1207,17,900.66,448.11,842.57,1.39
439286,1479,1426,3,871.18,348.45,813.97,1.43
482264,1534,1175,5,1505.61,426.49,1463.07,1.25
498845,1430,1375,23,154.03,183.04,129.69,1.58
503148,1178,1375,13,2211.71,947.36,2070.49,1.4
519538,1479,1178,5,544.91,163.4,495.09,1.72
594271,1534,1479,0,682.53,237.19,658.95,1.27
595404,1534,1160,3,1303.57,86.53,1300.69,1.07
631172,1534,1426,19,27.29,71.19,14.13,2.42
631783,1207,1322,13,721.95,224.68,689.44,1.35
678213,1411,1175,12,822.16,341.68,779.73,1.34
701509,1534,1160,4,1402.86,207.17,1388.29,1.15
703240,1534,1479,1,643.56,218.24,622.46,1.28
736504,1534,1426,20,24.04,61.31,13.42,2.22
744510,1207,1322,14,789.79,388.97,711.04,1.58
757851,1322,1226,0,475.45,109.94,463.01,1.26
779548,1411,1175,13,963.64,431.08,893.12,1.45
803172,1411,1175,14,913.06,426.52,845.72,1.44
803183,1534,1426,21,22.26,108.12,12.33,2.1
815185,1534,1479,2,689.4,316.5,650.64,1.35
838753,1207,1322,15,720.52,304.46,666.6,1.47
20781,1322,1226,1,444.0,190.0,326.19,3.3
96347,1207,1322,16,776.07,402.91,699.16,1.53
104625,1411,1175,15,831.45,417.84,773.03,1.41
151978,1322,1226,2,555.4,195.59,520.15,1.44
154902,1534,1479,3,677.75,262.76,647.98,1.31
161783,1534,1426,22,19.45,77.05,11.07,2.0
202488,1029,1106,21,1211.26,419.28,1152.98,1.35
234388,1002,1029,11,1124.0,157.55,1114.39,1.14
251785,1093,1430,11,2910.94,1029.91,2769.59,1.35
252782,1093,1375,14,3376.0,545.04,3331.64,1.18
254469,1093,1002,21,950.65,289.33,914.08,1.31
281743,1002,1029,12,1264.95,625.16,1191.33,1.34
287590,1093,1002,22,982.49,324.32,940.53,1.33
321324,1303,1207,13,1128.21,447.93,1054.03,1.43
334063,1093,1430,12,3681.08,835.88,3582.95,1.27
363578,1093,1110,0,547.11,180.75,519.48,1.38
367856,1029,1106,22,1142.91,429.63,1076.96,1.39
370784,1093,1375,15,4625.0,2831.91,3942.38,1.72
415710,1303,1207,14,743.67,111.15,735.45,1.16
467468,1002,1029,13,1187.0,182.94,1174.03,1.16
478497,1093,1002,23,924.3,291.69,890.41,1.3
479592,1029,1106,23,1208.82,641.55,1089.67,1.52
482391,1093,1430,13,2839.07,690.77,2758.71,1.27
499633,1093,1110,1,727.08,453.66,648.78,1.53
516480,1464,1426,1,1426.8,283.29,1402.12,1.2
516764,1303,1207,15,906.43,293.43,867.12,1.33
557608,1093,1110,2,944.0,812.49,704.48,2.06
558981,1093,1430,14,3452.83,870.57,3339.61,1.3
608260,1002,1029,14,1243.26,227.61,1224.28,1.19
620275,1303,1182,7,819.0,161.8,803.53,1.21
645140,1029,1002,6,1608.36,496.77,1538.73,1.34
645596,1479,1411,15,103.25,166.85,44.52,4.16
649332,1464,1534,17,1615.22,355.55,1574.95,1.26
670898,1093,1029,14,668.33,268.16,630.52,1.38
735457,1029,1002,16,1641.79,529.37,1566.48,1.35
764280,1303,1182,17,727.33,34.14,726.51,1.05
827930,1207,1303,4,688.2,305.32,638.09,1.45
27366,1303,1182,20,843.06,247.51,812.2,1.3
53542,1207,1303,7,832.73,417.44,759.95,1.49
82240,1029,1002,19,1675.46,416.62,1622.69,1.29
105943,1175,1426,8,2140.4,630.45,2050.37,1.34
111962,1029,1029,23,294.54,502.47,123.82,3.63
122884,1375,1426,16,322.78,203.45,280.53,1.67
139400,1160,1175,16,1522.18,559.02,1415.73,1.49
146529,1375,1160,0,1329.36,402.08,1291.04,1.24
213710,1002,1093,12,902.87,334.0,862.35,1.37
257042,1430,1002,18,3447.93,644.6,3378.27,1.24
259480,1430,1375,11,199.63,287.1,151.15,1.93
322059,1430,1375,12,202.75,303.68,153.91,1.9
339440,1430,1002,19,3173.85,705.18,3091.7,1.26
344248,1002,1093,13,924.12,283.41,882.41,1.41
456325,1426,1175,18,1863.3,676.31,1765.93,1.37
533525,1106,1002,13,1496.26,292.39,1472.42,1.19
550357,1197,1322,1,583.41,241.24,542.18,1.45
623746,1106,1110,5,1117.22,393.55,1063.58,1.35
652121,1534,1178,21,1586.0,276.14,1564.95,1.17
738946,1175,1411,14,932.72,415.56,874.48,1.4
742757,1375,1411,22,533.66,247.95,504.41,1.34
745610,1375,1464,3,1209.72,305.59,1174.65,1.27
843438,1226,1207,6,959.22,202.16,935.63,1.26
24654,1226,1207,12,1061.44,125.96,1053.08,1.14
110109,1160,1375,9,2117.42,906.21,1979.07,1.41
127538,1318,1207,5,754.81,254.68,717.8,1.36
149731,1226,1207,13,1184.6,351.33,1138.66,1.32
231258,1318,1207,6,951.56,360.73,888.44,1.45
279269,1226,1207,15,1036.74,212.25,1015.94,1.22
321619,1318,1207,8,1002.13,533.61,921.64,1.45
342873,1017,1029,7,1047.1,315.54,1004.3,1.33
354298,1160,1375,12,1659.0,659.54,1572.89,1.35
378141,1430,1093,19,2711.39,866.06,2619.21,1.27
382717,1426,1479,14,947.07,292.39,914.29,1.28
403362,1426,1160,17,1880.11,258.59,1860.86,1.16
435847,1426,1534,11,34.41,164.29,12.89,2.59
458817,1110,1106,19,1355.78,325.66,1321.07,1.25
478535,1375,1002,20,3105.33,1350.31,2940.42,1.34
552638,1175,1430,2,1735.1,765.43,1605.25,1.46
558722,1175,1375,5,1481.72,457.21,1427.19,1.3
562769,1322,1318,2,272.19,188.36,227.94,1.75
568560,1375,1430,10,411.34,717.91,271.42,2.16
656992,1093,1110,15,675.88,467.51,563.65,1.79
683989,1464,1426,14,1861.38,790.6,1757.32,1.36
739242,1106,1002,20,1408.61,217.28,1393.21,1.16
4341,1106,1110,10,1290.91,627.36,1192.73,1.44
44952,1197,1322,6,755.86,258.82,715.09,1.39
78603,1479,1534,16,1415.54,685.7,1287.99,1.52
100759,1430,1411,22,617.02,164.35,603.51,1.21
102953,1178,1411,12,883.9,190.08,864.84,1.23
107505,1207,1318,17,784.88,167.48,768.4,1.23
153541,1430,1464,3,960.62,282.41,927.8,1.29
175555,1175,1375,3,1537.69,483.78,1471.92,1.33
192631,1322,1318,0,231.55,153.25,202.78,1.6
215265,1375,1002,18,3617.81,580.46,3574.01,1.17
216078,1175,1430,0,1509.07,477.71,1444.05,1.34
234526,1426,1464,23,1007.82,315.05,974.18,1.27
255748,1375,1430,8,374.29,483.28,265.34,2.18
307143,1430,1160,13,1659.38,340.52,1627.25,1.21
343131,1178,1479,0,847.43,501.58,763.67,1.52
352136,1430,1534,7,187.24,233.24,117.94,2.45
360571,1318,1197,13,795.71,218.52,746.97,1.55
388397,1430,1479,10,856.56,320.97,811.79,1.37
393950,1226,1197,20,1004.5,265.88,975.64,1.26
402310,1110,1093,8,531.4,210.14,493.3,1.47
410770,1318,1226,19,855.6,213.56,823.69,1.34
423119,1197,1318,6,800.4,272.32,757.8,1.39
426500,1426,1093,10,2994.29,943.37,2857.1,1.35
571223,1197,1322,17,573.79,185.81,548.98,1.33
608697,1106,1110,21,1638.25,1644.67,1244.16,1.88
637363,1160,1175,10,1427.33,215.73,1410.69,1.17
637499,1175,1426,2,1534.07,362.68,1496.71,1.24
644078,1375,1426,10,253.23,189.58,229.47,1.46
680223,1464,1430,20,1401.9,462.04,1338.23,1.34
691736,1464,1375,23,1308.0,349.98,1270.33,1.26
735860,1175,1426,7,2013.69,901.28,1880.83,1.41
815171,1160,1175,15,1649.5,257.37,1628.61,1.18
824661,1375,1426,15,326.23,208.88,282.95,1.67
842448,1375,1534,19,377.04,219.92,325.02,1.71
31270,1175,1479,14,1013.9,398.83,955.46,1.39
33243,1175,1534,11,1717.48,343.23,1685.5,1.21
40197,1175,1160,17,1532.13,263.5,1511.17,1.18
42808,1197,1207,2,43.43,97.56,25.08,2.43
51076,1207,1197,12,117.73,170.65,52.67,3.77
54994,1534,1411,12,862.78,311.85,824.79,1.32
60787,1318,1303,4,1248.0,307.74,1212.91,1.27
75514,1411,1479,2,84.13,200.02,32.39,4.01
96050,1375,1479,22,578.81,247.02,548.92,1.34
98487,1411,1426,21,946.74,298.54,909.18,1.31
112965,1175,1430,12,1566.58,351.67,1516.12,1.33
113353,1175,1375,15,1778.19,620.47,1686.56,1.37
128875,1411,1375,3,557.42,301.53,515.42,1.41
129995,1430,1426,5,223.68,319.66,140.4,2.39
135588,1411,1430,0,729.66,312.29,686.38,1.38
142920,1375,1375,23,337.53,725.88,94.3,4.36
151459,1479,1175,5,783.44,334.04,728.59,1.48
165248,1375,1430,20,335.55,335.93,255.95,2.06
